554,1209.88,796.6835416901745
1001,2548.28,1151.8761051432573
62,120.28,72.59946005308856
187,417.16,253.9968787209796
845,3225.44,2230.4788737847307
713,2040.24,825.4583832029331
533,1398.84,943.3169639097985
319,1077.24,601.2752966819775
989,2117.96,876.4381087104781
1001,3162.34,2627.2606883215835
203,357.16,249.78329487778
561,4641.84,3181.3884475807104
421,1450.76,895.5691723144562
606,1818.04,1238.701464599118
265,1037.44,419.5858987144349
851,2823.36,1476.2408714027667
727,1983.04,1255.4851326877592
290,622.16,359.38883455110283
961,2372.56,1909.3749779443533
616,1233.0,720.4380889431096
145,308.16,206.55530591103198
1357,5525.44,2598.879452071604
